K1,K2,K3,D1,D2,D3,,,,Additional,City,State,,Start Time,Time Zone,,,,,
,,,sb,,,,Phone Bank with Team Jason!,Come make calls for Jason and ensure that our supporters get out and vote!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",16:00:00,7,2018-08-06T16:00:00-0700,https://www.facebook.com/events/268003357319779/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/6/2018
sb,,,,,,,Phone Bank with Team Jason!,Come make calls for Jason and ensure that our supporters get out and vote!,,,,"45 Front St S, Issaquah, WA 98027-3820, United States - ",16:00:00,7,2018-08-06T16:00:00-0700,https://www.facebook.com/events/268003357319779/,Phone Bank with Team Jason!,https://www.facebook.com/JasonRittereiserforCongress/,8/6/2018
,,,sb,,,,Phone Bark with Eleanor,"Eleanor is ready, are you?! Come help make calls to get Tom through the primary! There will be many snacks and a curious hound dog roaming the office.",,,,2710 W 43rd Ave -,9:00:00,5,2018-08-06T09:00:00-0500,https://www.facebook.com/events/230665387790057/,Phone Bark with Eleanor,https://www.facebook.com/NiermannForCongress/,8/6/2018
,,,sb,,,,Phonebanking - St. Charles,"If you are interested in joining us, please sign up at this link https://www.underwoodforcongress.com/volunteer/ and check the box for Phone Banking. If you have already signed up to phone bank specifically, someone will be in contact with you in the next couple of days to schedule some time for you to come in.

Not near St. Charles, IL but want to help out? There are several remote phone bank locations happening across the 14th district (and country)! Still sign up and we will be in contact with you to connect you with a group near you where you can join and start phone banking.",,,,"Underwood HQ, St. Charles, IL - ",8:00:00,5,2018-07-30T08:00:00-0500,https://www.facebook.com/events/2132560296960576/,Phonebanking - St. Charles,https://www.facebook.com/UnderwoodforCongress/,7/30/2018
,,,sb,,,,Phonebanking - St. Charles,"If you are interested in joining us, please sign up at this link https://www.underwoodforcongress.com/volunteer/ and check the box for Phone Banking. If you have already signed up to phone bank specifically, someone will be in contact with you in the next couple of days to schedule some time for you to come in.

Not near St. Charles, IL but want to help out? There are several remote phone bank locations happening across the 14th district (and country)! Sign up and we will be in contact with you to connect you with a group near you where you can join and start phone banking.",,,,"Underwood HQ, St. Charles, IL - ",8:00:00,5,2018-08-06T08:00:00-0500,https://www.facebook.com/events/1041556142636296/,Phonebanking - St. Charles,https://www.facebook.com/UnderwoodforCongress/,8/6/2018
,,,sb,,,,Phonebanking - St. Charles,"If you are interested in joining us, please sign up at this link https://www.underwoodforcongress.com/volunteer/ and check the box for Phone Banking. If you have already signed up to phone bank specifically, someone will be in contact with you in the next couple of days to schedule some time for you to come in.

Not near St. Charles, IL but want to help out? There are several remote phone bank locations happening across the 14th district (and country)! Sign up and we will be in contact with you to connect you with a group near you where you can join and start phone banking.",,,,"Underwood HQ, St. Charles, IL - ",8:00:00,5,2018-08-13T08:00:00-0500,https://www.facebook.com/events/202254073962669/,Phonebanking - St. Charles,https://www.facebook.com/UnderwoodforCongress/,8/13/2018
,,,sb,ykh,,,Roseville Senior 2 Senior Phone Bank,"Join Roseville #TeamMorse for our daily Senior 2 Senior Phonebank Tuesday-Friday! Bring a phone, friend, and smile to call your neighbors about why you're supporting Jessica Morse. Contact Zoe Kipping at zoe@morse4congress.com to RSVP and with any questions you have.",,,,"199 Cirby Way, #12, Roseville, CA - ",9:00:00,7,2018-07-25T09:00:00-0700,https://www.facebook.com/events/1311875588943228/,Roseville Senior 2 Senior Phone Bank,https://www.facebook.com/Morse4America/,7/25/2018
,,,sb,ykh,,,Roseville Women 2 Women Phone Bank,"Join Roseville #TeamMorse for our weekly women 2 women Wednesdays! Bring a phone, friend, and smile to call your neighbors about why you're supporting Jessica Morse, while enjoying a glass of wine and plate of cheese. Look forward to dialing with you this Wednesday! Contact Zoe Kipping at zoe@morse4congress.com to RSVP and with any questions you have.",,,,"199 Cirby Way, Suite 12, Roseville, CA - ",16:00:00,7,2018-07-25T16:00:00-0700,https://www.facebook.com/events/990259734468857/,Roseville Women 2 Women Phone Bank,https://www.facebook.com/Morse4America/,7/25/2018
sb,ykh,,,,,,Sarbanes Telephone Town Hall,"On Monday, August 6, I’ll be hosting a live, open-topic telephone town hall. 

If you’d like to join, dial 877-229-8493 and enter the PIN code 116416. 

You can also listen in to the event livestream here: https://sarbanes.house.gov/live.",,,,877-229-8493 | PIN Code: 116416 -,17:45:00,4,2018-08-06T17:45:00-0400,https://www.facebook.com/events/1858121657816827/,Sarbanes Telephone Town Hall,https://www.facebook.com/RepSarbanes/,8/6/2018
sb,ykh,,,,,,Sarbanes Telephone Town Hall,"On Monday, August 6, I’ll be hosting a live, open-topic telephone town hall. 

If you’d like to join, dial 877-229-8493 and enter the PIN code 116416. 

You can also listen in to the event livestream here: https://sarbanes.house.gov/live.",,,,Dial In: 877-229-8493 | PIN Code: 116416 -,19:00:00,4,2018-08-06T19:00:00-0400,https://www.facebook.com/events/252869118638393/,Sarbanes Telephone Town Hall,https://www.facebook.com/RepSarbanes/,8/6/2018
,,,sb,,,,Stone Oak Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process. 

All you need to bring is your smiling face and a fully charged cell phone.

We are meeting at 811 Highland Knoll in San Antonio.

For any questions contact Darren Meritz to 915.274.2501 or
dmeritz@ginaortizjones.com",,,,"811 Highland Knl, San Antonio, TX 78260-3530, United States - ",18:00:00,5,2018-08-07T18:00:00-0500,https://www.facebook.com/events/486848561762378/,Stone Oak Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/7/2018
,,,sb,,,,Stone Oak Phone Bank for Gina Ortiz Jones,"Join #TeamGOJ for a phone bank on Tuesday, August 7th to get involved and make real change. We'll talk to our neighbors about issues that matter, get out the vote for Gina, and give voters important info for the November election. We'll also recruit more volunteers, round up lots of votes, and get more people engaged in the political process. 

All you need to bring is your smiling face and a fully charged cell phone.

We are meeting at 811 Highland Knoll in San Antonio.

For any questions contact Darren Meritz to 915.274.2501 or
dmeritz@ginaortizjones.com",,,,"811 Highland Knl, San Antonio, TX 78260-3530, United States - ",18:00:00,5,2018-08-07T18:00:00-0500,https://www.facebook.com/events/486848561762378/,Stone Oak Phone Bank for Gina Ortiz Jones,https://www.facebook.com/GinaOrtizJones/,8/7/2018
,,,sb,,,,Virtual Phone Bank for Rashida Tlaib,"#GetEmgaged from home! Join our digital phone bank for Rashida Tlaib For Congress from your couch now through August 7. 

It's easy to #GetEmgaged

Just go to http://bit.ly/voterashida, create an action ID (takes 30 sec.) and call from home in any state!",,,,Your House! -,17:00:00,4,2018-08-01T17:00:00-0400,https://www.facebook.com/events/236091577040551/,Virtual Phone Bank for Rashida Tlaib,https://www.facebook.com/RashidaForCongress/,8/1/2018
,,,sb,,,,Women to Women Phonebank!,"We have less than 2 weeks to reach every woman in #WI01. We have less than 2 weeks to make sure we support a woman's right to choose, equal pay for equal work, affordable healthcare for all, and so much more at the polls. Come join our first Women for Women phonebank, when women will talk to women ahead of the August 14th Primary.

Brunch beverages will be served!

*Phonebank is open to women, men, and all gender identities.*

*If you can, please bring a laptop (or cell phone) and a fully charged phone.*

Can't make it in person? Make calls remotely by following this link: rb4c.com/phonebank",,,,"408 S Main St, Racine, WI 53403-1031, United States - ",14:00:00,5,2018-08-05T14:00:00-0500,https://www.facebook.com/events/1853060811420924/,Women to Women Phonebank!,https://www.facebook.com/RandyBryce2018/,8/5/2018
,,,sb,ykh,,,Women to Women Soderberg for Congress Phonebank,"Are you tired of sitting at home and yelling at your tv?

Well come join other fired up women in making calls to other women to talk about their favorite woman candidate!

Join us from 2-5PM at one of our two launch locations

Daytona Beach location: 457 S Ridgewood Ave, 2nd floor, Daytona Beach

Deland location: 855 W New York Ave, Deland

To RSVP, email kirsten@soderbergforcongress.com with which location you'd like to phone bank from.",,,,-,14:00:00,4,2018-08-05T14:00:00-0400,https://www.facebook.com/events/810249509365470/,Women to Women Soderberg for Congress Phonebank,https://www.facebook.com/SoderbergforCongress/,8/5/2018
,,,sb,,,,Women to Women Soderberg for Congress Phonebank,"Are you tired of sitting at home and yelling at your tv?

Well come join other fired up women in making calls to other women to talk about their favorite woman candidate!

Join us from 2-5PM at one of our two launch locations

Daytona Beach location: 457 S Ridgewood Ave, 2nd floor, Daytona Beach

Deland location: 855 W New York Ave, Deland

To RSVP, email kirsten@soderbergforcongress.com with which location you'd like to phone bank from.",,,,-,14:00:00,4,2018-08-05T14:00:00-0400,https://www.facebook.com/events/810249509365470/,Women to Women Soderberg for Congress Phonebank,https://www.facebook.com/SoderbergforCongress/,8/5/2018
,,,sb,ykh,,,GOTV with Team Shannon in Ellensburg,"Join us for GOTV (Get Out The Vote) on Sunday afternoon in Ellensburg!

We will be making phone calls to Shannon’s identified supporters who have not yet returned their ballots and reminding them to vote before the August 7 deadline. We will also have walk lists available for anyone who wishes to knock on doors in the area, so there's something for everyone!

We'll meet at the Kittitas County Democrats office at 1:30pm:

416 N Main St
Ellensburg, WA 98926",,,,"Kittitas County Democratic Party Headquarters - Ellensburg, WA",13:30:00,7,2018-08-05T13:30:00-0700,https://www.facebook.com/events/276878699783359/,GOTV with Team Shannon in Ellensburg,https://www.facebook.com/DrShannonForCongress/,8/5/2018
,,,sb,,,,GOTV with Team Shannon in Ellensburg,"Join us for GOTV (Get Out The Vote) on Sunday afternoon in Ellensburg!

We will be making phone calls to Shannon’s identified supporters who have not yet returned their ballots and reminding them to vote before the August 7 deadline. We will also have walk lists available for anyone who wishes to knock on doors in the area, so there's something for everyone!

We'll meet at the Kittitas County Democrats office at 1:30pm:

416 N Main St
Ellensburg, WA 98926",,,,"Kittitas County Democratic Party Headquarters - Ellensburg, WA",13:30:00,7,2018-08-05T13:30:00-0700,https://www.facebook.com/events/276878699783359/,GOTV with Team Shannon in Ellensburg,https://www.facebook.com/DrShannonForCongress/,8/5/2018
sb,ykh,,EG,,,,Team Pramila Primary Election Night Party,"Join me at Optimism Brewing Company on Tuesday, August 7, for a Primary Night Party! All ages are welcome! I'll share some thoughts about the people-powered movement across the nation as we will have our eyes peeled on not only Washington’s races in the 5th, 8th, and beyond, but also on the Rashida Tlaib For Congress primary election in Michigan. 

If you’ve followed our campaign, phone-banked, knocked on doors, or donated, THANK YOU! We'll celebrate your hard-fought work that got us this far and then we'll rally to dig deep for the general election. If you’ve been looking for an opportunity to get involved, please show up, bring a friend, and sign up for a volunteer shift with our team! I am grateful for your support and committed to fighting the good fight here at home and across the nation to get our government back working for the people.",,,,"Optimism Brewing Company - Seattle, WA",19:00:00,7,2018-08-07T19:00:00-0700,https://www.facebook.com/events/504263810013739/,Team Pramila Primary Election Night Party,https://www.facebook.com/pramila.jayapal/,8/7/2018
sb,,,,,,,Talking with Tom,"Come help Tom call undecided voters! Bring your phone and, if you have one, a laptop too. See you at the office!",,,,2710 W 43rd Ave -,13:00:00,5,2018-08-05T13:00:00-0500,https://www.facebook.com/events/2413389805554494/,Talking with Tom,https://www.facebook.com/NiermannForCongress/,8/5/2018
,,,sb,,,,David Garcia GOTV Flagstaff,It's time to GET OUT THE VOTE Flagstaff! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"Coconino County Democrats Office 201 E Birch Ave Suite #6 Flagstaff, AZ 86001 - ",9:00:00,7,2018-08-04T09:00:00-0700,https://www.facebook.com/events/1105224726309705/,David Garcia GOTV Flagstaff,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,David Garcia GOTV Flagstaff,It's time to GET OUT THE VOTE Flagstaff! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"Coconino County Democrats Office 201 E Birch Ave Suite #6 Flagstaff, AZ 86001 - ",9:00:00,7,2018-08-04T09:00:00-0700,https://www.facebook.com/events/1105224726309705/,David Garcia GOTV Flagstaff,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,David Garcia GOTV Phoenix,It's time to GET OUT THE VOTE Phoenix! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV  weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"2604 E Adams St, Phoenix, AZ 85034-1409, United States - ",8:30:00,7,2018-08-04T08:30:00-0700,https://www.facebook.com/events/1787725657941429/,David Garcia GOTV Phoenix,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,David Garcia GOTV Phoenix,It's time to GET OUT THE VOTE Phoenix! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV  weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"2604 E Adams St, Phoenix, AZ 85034-1409, United States - ",8:30:00,7,2018-08-04T08:30:00-0700,https://www.facebook.com/events/1787725657941429/,David Garcia GOTV Phoenix,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,David Garcia GOTV Tucson,It's time to GET OUT THE VOTE Tucson! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"Pima County Democratic Party HQ 4639 East. 1st Street Tucson, AZ 85711 - ",8:30:00,7,2018-08-04T08:30:00-0700,https://www.facebook.com/events/233481937263993/,David Garcia GOTV Tucson,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,David Garcia GOTV Tucson,It's time to GET OUT THE VOTE Tucson! We are months away from turning this state blue and electing a Governor who understands and listens to the needs of the people. Join us on Aug 4th as we kick off our GOTV weekend of action ! Sign up for both shifts when clicking on the sign up link,,,,"Pima County Democratic Party HQ 4639 East. 1st Street Tucson, AZ 85711 - ",8:30:00,7,2018-08-04T08:30:00-0700,https://www.facebook.com/events/233481937263993/,David Garcia GOTV Tucson,https://www.facebook.com/dg4az/,8/4/2018
,,,sb,,,,Gershon Grassroots 5k - Brookhaven,"Join us to take action as we knock 5000 doors in one weekend. We will be meeting at a pop-up location in the hamlet of Brookhaven. RSVP today for a door to door training with MiniVan, collect literature, and pick up a new yard sign!

RSVP here: events.mobilizeamerica.io/gershonforcongress/event/7100/",,,,Brookhaven Hamlet Pop up location -,10:00:00,4,2018-08-05T10:00:00-0400,https://www.facebook.com/events/221027058597298/,Gershon Grassroots 5k - Brookhaven,https://www.facebook.com/perry4congress/,8/5/2018
,,,sb,,,,Gershon Grassroots 5k - Brookhaven,"Join us to take action as we knock 5000 doors in one weekend. We will be meeting at a pop-up location in the hamlet of Brookhaven. RSVP today for a door to door training with MiniVan, collect literature, and pick up a new yard sign!

RSVP here: events.mobilizeamerica.io/gershonforcongress/event/7100/",,,,Brookhaven Hamlet Pop up location -,10:00:00,4,2018-08-05T10:00:00-0400,https://www.facebook.com/events/221027058597298/,Gershon Grassroots 5k - Brookhaven,https://www.facebook.com/perry4congress/,8/5/2018
,,,sb,,,,Gershon Grassroots 5k - Sag Harbor,"Join us to take action as we knock 5000 doors in one weekend. We will be meeting at a pop-up location in Sag Harbor. RSVP today for a door to door training with MiniVan, collect literature, and pick up a new yard sign!

RSVP here: events.mobilizeamerica.io/gershonforcongress/event/7576/",,,,Sag Harbor Pop up location -,10:00:00,4,2018-08-05T10:00:00-0400,https://www.facebook.com/events/239180656705271/,Gershon Grassroots 5k - Sag Harbor,https://www.facebook.com/perry4congress/,8/5/2018
,,,sb,,,,Gershon Grassroots 5k - Sag Harbor,"Join us to take action as we knock 5000 doors in one weekend. We will be meeting at a pop-up location in Sag Harbor. RSVP today for a door to door training with MiniVan, collect literature, and pick up a new yard sign!

RSVP here: events.mobilizeamerica.io/gershonforcongress/event/7576/",,,,Sag Harbor Pop up location -,10:00:00,4,2018-08-05T10:00:00-0400,https://www.facebook.com/events/239180656705271/,Gershon Grassroots 5k - Sag Harbor,https://www.facebook.com/perry4congress/,8/5/2018
sb,,,,,,,Battle Creek GOTV w/ Gretchen Whitmer,"RSVP: https://events.mobilizeamerica.io/whitmerformi/event/8022/

Join Gretchen Whitmer and special guests for a Get Out The Vote event in Battle Creek!

With the August 7 Primary just around the corner, we need your help to spread the word about Gretchen and fire up the city of Battle Creek to come out and vote for her. Bring your friends and neighbors and cheer Gretchen on!

Please consider also signing up to make calls on Election Day (find a separate sign-up for that on our events page). Election Day is our last chance to get out the vote of our supporters!

Thank you so much for your support and for giving us your time and energy. We truly couldn't do this without your help! #WinwithWhitmer",,,,"303 West Networking Cafe - Battle Creek, MI",13:00:00,4,2018-08-04T13:00:00-0400,https://www.facebook.com/events/408326103023427/,Battle Creek GOTV w/ Gretchen Whitmer,https://www.facebook.com/GretchenWhitmer/,8/4/2018
sb,ykh,,,,,,Rep. Norman's School Safety Tele-Town Hall & Facebook Live Event,"I’m excited to host a Tele-Town Hall and Facebook Live Event regarding school safety on August 8th at 6:30 pm. 
 
 Joining me, as special guests, will be a school superintendent, a school principal, a police chief, and a sheriff to discuss how to make our children safer as they head back to school. 
 
 I hope you will join the discussion so we can ensure that we are protecting our most valuable assets, our children. 
 
 Please RSVP at https://bit.ly/2vvlkU3 or call my office at 803-327-1114.",,,,-,18:30:00,4,2018-08-08T18:30:00-0400,https://www.facebook.com/events/2198558633709626/,Rep. Norman's School Safety Tele-Town Hall & Facebook Live Event,https://www.facebook.com/RepRalphNorman/,8/8/2018
sb,,,EG,,,,Primary Night Pa'ina,"Come eat ono food, listen to good music and great company as we wait for Primary poll results.",,,,"Pagoda Cest si bon Ballroom - Honolulu, HI",17:00:00,10,2018-08-11T17:00:00-1000,https://www.facebook.com/events/246511932847805/,Primary Night Pa'ina,https://www.facebook.com/DavidIge4Gov/,8/11/2018
,,,sb,ykh,EG,Delete,Team Kerri Work Party!,"Stop by the office any time between 4 - 9PM to put in some work for Kerri: text, knock doors, make calls, or help with data entry! Afterwards, come out for a drink with the team!
 
 RSVP here:
 https://actionnetwork.org/events/team-kerri-work-party?source=direct_link&",,,,"1501 N Walnut St, Wilmington, DE 19801-3133, United States -",16:00:00,4,2018-08-06T16:00:00-0400,https://www.facebook.com/events/212567982750546/,Team Kerri Work Party!,https://www.facebook.com/KerriEvelynHarris/,8/6/2018
,,,sb,EG,x,Delete,"Volunteer & Voter Appreciation featuring Jon ""Bowzer"" Bauman","Jon ""Bowzer"" Bauman of ShaNaNa & President of Social Security Works
 is supporting JOSH HARDER FOR CONGRESS!
 Monday, August 6th, 11 AM -12 PM 
 Sabatino's Ristorante 
 421 McHenry Ave, Modesto, CA 95354",,,,"421 McHenry Ave, Modesto, CA 95354-0344, United States -",11:00:00,7,2018-08-06T11:00:00-0700,https://www.facebook.com/events/1904445483181528/,"Volunteer & Voter Appreciation featuring Jon ""Bowzer"" Bauman",https://www.facebook.com/harderforcongress/,8/6/2018
,,,sb,ykh,EG,Delete,BBQ Bash with Fiona Ma & Audrey Denney,"We are SOLD OUT! We hope you were able to get a ticket in time for our Summer BBQ Bash at the Roth Estate! Special guests include Audrey Denney and Fiona Ma, with music from the Amaryllis Trio.
 
 We look forward to seeing everyone on the 7th.",,,,The Roth Estate -,17:30:00,7,2018-08-07T17:30:00-0700,https://www.facebook.com/events/1959239500761221/,BBQ Bash with Fiona Ma & Audrey Denney,https://www.facebook.com/audreyforcongress/,8/7/2018
,,,sb,ykh,EG,Delete,Bluem Day,"""Bluem"" Day is the first day that you can put out candidate signs per state law. This year, it falls on August 8th. Need signs? Come to our meeting at 5906 Old Fredericksburg Road on August 5th at 2pm to get your pick! Let's make SW Austin bloom with Democratic signs! #GSD",,,,Blue Action Democrats -,8:00:00,5,2018-08-08T08:00:00-0500,https://www.facebook.com/events/304342006972068/,Bluem Day,https://www.facebook.com/KopserforCongress/,8/8/2018
,,,sb,ykh,SA,Delete,Souls to the Polls rideshare requests,"Will you need a ride to your polling place on Tuesday? We have several volunteers who have offered to help. 
 Feel free to post in the Discussion section, and we'll connect you. 
 p.s. #FredWoodenForCongress",,,,Your polling place -,7:00:00,4,2018-08-07T07:00:00-0400,https://www.facebook.com/events/839360289606430/,Souls to the Polls rideshare requests,https://www.facebook.com/FW2018/,8/7/2018
,,,sb,ykh,SA,Delete,Michigan Primary Day 2018,"Invite someone you'd like to encourage to vote in Michigan's Primary on August 7th, 2018.
 
 This is a non-partisan event to remind Michiganders of our civic duty to participate democratically.
 
 * Register to vote: http://www.michigan.gov/documents/MIVoterRegistration_97046_7.pdf
 
 * How to determine where your clerk's office is located: https://webapps.sos.state.mi.us/MVIC/ClerkSearch.aspx
 
 * 2018 Michigan Primary Absentee Ballot: (Available May 8th) http://www.michigan.gov/documents/sos/AVApp_535884_7.pdf
 
 * Michigan Primary Deadlines (July 9th): http://www.michigan.gov/documents/sos/2018_Dates_600221_7.pdf
 
 * Considering doing more? Register to volunteer at the polls:
 http://www.michigan.gov/sos/0,4670,7-127-29836-182653--F,00.html",,,,"Michigan, United States of America -",7:00:00,4,2018-08-07T07:00:00-0400,https://www.facebook.com/events/2071819163104967/,Michigan Primary Day 2018,https://www.facebook.com/ShriForMI/,8/7/2018
,,,sb,ykh,SA,Delete,Mark Osmack Primary Election Watch Party,You're invited! Join us to celebrate all your hard work and watch the primary election results after the polls close on August 7th. Please RSVP!,,,,-,19:00:00,5,2018-08-07T19:00:00-0500,https://www.facebook.com/events/192584651603357/,Mark Osmack Primary Election Watch Party,https://www.facebook.com/OsmackForMO/,8/7/2018
,,,sb,ykh,SA,Delete,James Thompson Watch Party,"First, GO VOTE! (Polls close Tuesday at 7pm) 
 
 Then, join Team Thompson at Aero Plains Brewing and watch the primary results roll in! All are welcome!",,,,"Aero Plains Brewing - Wichita, KS",18:00:00,5,2018-08-07T18:00:00-0500,https://www.facebook.com/events/1061392644011607/,James Thompson Watch Party,https://www.facebook.com/votejamesthompson/,8/7/2018
,,,sb,ykh,SA,Delete,Team Schrier Election Night Party,"Join Team Schrier on election night to watch the primary results come in! 
 
 RSVP here: https://secure.ngpvan.com/8vYq2PtUfEuz9nNOhvhJWw2",,,,"YWCA Issaquah Family Village - Issaquah, WA",19:00:00,7,2018-08-07T19:00:00-0700,https://www.facebook.com/events/426303401212999/,Team Schrier Election Night Party,https://www.facebook.com/DrKimSchrier/,8/7/2018
sb,,,EG,SA,ykh,Delete,Team Putnam Brevard Debate Watch Party,"Join Team Putnam Brevard as we cheer on Adam at the Florida Gubernatorial GOP Primary Debate hosted by WJXT/Jacksonville University.
 
 Doors open at 7:30 pm. The debate begins at 8:00 pm.
 Bring your friends and family as we all join together to let everyone know that Adam knows Florida best and that he will always put #FloridaFirst.
 
 Food and drink will be available for purchase.",,Melbourne,FL,"918 East New Haven Avenue, Melbourne, FL 32901 -",19:30:00,4,2018-08-08T19:30:00-0400,https://www.facebook.com/events/250595958885111/,Team Putnam Brevard Debate Watch Party,https://www.facebook.com/adamputnam/,8/8/2018
,,,sb,ykh,EG,Delete,Fredonia Office Hours,"Members of my staff will hold remote office hours in Fredonia on Tuesday, August 7, from 3:00PM to 4:00PM. The meeting will be at the Fredonia Village Hall, 9 Church St, Fredonia, NY. Staff will be available to answer questions, gather feedback, and provide assistance with immigration, Social Security, veterans’ benefits, and other issues related to federal agencies.",,,,"9 Church St, Fredonia, NY 14063-1842, United States -",15:00:00,4,2018-08-07T15:00:00-0400,https://www.facebook.com/events/1047722245388138/,Fredonia Office Hours,https://www.facebook.com/RepTomReed/,8/7/2018
,,,sb,ykh,EG,Delete,Cramer Crew in Kindred! Kevin's Hometown!,"Join the Cramer Crew at the 2018 Kindred Days Parade! 
 Let’s show the Kindred community the strong support Kevin has for his campaign for U.S. Senate. It’s easy – just walk the parade route with Kevin & Kris wearing your brand new “Cramer Crew” tee shirt! Children are always welcome!
 
 WHO: YOU and your friends and family! 
 
 WHAT: Kindred Days Parade 2018
 
 WHEN: Saturday August 11th – please arrive NO LATER than 10:00 a.m., parade starts at 10:30 a.m.
 
 WHERE: Gathering point Elementary school 
 (55 1st Ave S., Kindred, ND)
 
 WHY: Show our support for Kevin by walking the parade with him wearing your brand new “Cramer Crew” tee shirt!
 
 Contact Florence Mayer, Volunteer Director ASAP at Florence@kevincramer.org with your interest and to receive specific details. Please provide Florence with your name and phone number! We’ll also need to know what size tee shirt you wear!",,,,"55 1st Ave S, Kindred, ND 58051-4027, United States -",10:00:00,5,2018-08-11T10:00:00-0500,https://www.facebook.com/events/1308608665943201/,Cramer Crew in Kindred! Kevin's Hometown!,https://www.facebook.com/votecramer/,8/11/2018
,,,sb,ykh,SA,Delete,VOTE Mark Osmack AUG 7th,"Vote for Mark Osmack for MO02 Congress
 
 August 7th, polls open at 5am!
 
 Find your polling place and what's on your ballot:
 https://voteroutreach.sos.mo.gov/PRD/VoterOutreach/VOSearch.aspx
 
 Absentee Voting: 
 https://www.sos.mo.gov/cmsimages/forms/elections/absentee.pdf or you can vote at pop-up satellites for early voting (TBD)
 
 www.markosmack.com",,,,"Mark Osmack - Ellisville, MO",5:00:00,5,2018-08-07T05:00:00-0500,https://www.facebook.com/events/1872489613055442/,VOTE Mark Osmack AUG 7th,https://www.facebook.com/OsmackForMO/,8/7/2018
EG,,,sb,ykh,SA,Delete,Bob Massie's birthday bash,Come celebrate Bob Massie's birthday with team Massie! Food and cake will be served.,,,,-,18:00:00,4,2018-08-08T18:00:00-0400,https://www.facebook.com/events/2024559801189984/,Bob Massie's birthday bash,https://www.facebook.com/bobmass2018/,8/8/2018
,,,sb,ykh,sa,Delete,Plymouth 15 Precinct Party Hosted by Victor Sandler,"#DeanTeam member Victor Sandler is hosting a Precinct House Party on August 8th, and #EveryonesInvited!",,,,"3010 E Medicine Lake Blvd Plymouth, MN 55441 -",18:00:00,5,2018-08-08T18:00:00-0500,https://www.facebook.com/events/856756797855502/,Plymouth 15 Precinct Party Hosted by Victor Sandler,https://www.facebook.com/deanphillipsforcongress/,8/8/2018
,,,sb,ykh,EG,Delete,Join Team Carper at the Eastern Shore AFRAM Festival!,Join Team Carper in celebrating the rich cultural heritage of the African diaspora of the Delmarva Peninsula! Team Carper will have a booth and Senator Carper will be making an appearance. We look forward to seeing all of you there!,,,,"Sports Complex - Seaford, DE",8:00:00,4,2018-08-11T08:00:00-0400,https://www.facebook.com/events/287441552030341/,Join Team Carper at the Eastern Shore AFRAM Festival!,https://www.facebook.com/TomCarperforDE/,8/11/2018
,,,sb,ykh,sa,Delete,Congressman Cicilline 2018 Volunteer Kick-Off,"Campaign season is in full swing! Come join your family, friends, and neighbors as we gather in preparation for the upcoming elections. Hors-d'oeuvres and light refreshments will be served. Hope you can make it!",,,,"Riviera Restaurant - East Providence, RI",18:00:00,4,2018-08-13T18:00:00-0400,https://www.facebook.com/events/669223823440314/,Congressman Cicilline 2018 Volunteer Kick-Off,https://www.facebook.com/cicilline/,8/13/2018
